"Date","OUT","EXPORTS","SJR","GCD","SAC","CVP","SWP","X2"
2001-01-28,32048,5882,2810,950,28900,2791,2994,75.78
2001-01-29,29477,5954,2720,950,26300,2849,3001,75.12
2001-01-30,20125,5990,2580,950,22400,2898,2995,74.75
2001-01-31,16256,5981,2470,900,19700,2889,2992,74.54
2001-02-01,12292,7969,2380,900,17800,2877,4996,74.52
2001-02-02,10597,7972,2310,900,16200,2878,4997,74.59
2001-02-03,8864,7974,2240,900,15000,2882,4991,74.78
2001-02-04,7769,7993,2180,900,14000,2890,4994,75.04
2001-02-05,6906,8027,2160,900,13200,2883,4993,75.37
2001-02-06,5838,8502,2150,900,12600,2892,5426,75.78
2001-02-07,6746,8094,2130,900,13100,2899,4999,76.08
2001-02-08,4973,8834,2100,900,12100,3635,4999,76.56
2001-02-09,7249,8807,2090,900,12300,4132,4495,76.77
2001-02-10,7915,9212,2110,850,13000,4040,5000,76.91
2001-02-11,14157,7140,2250,850,14400,3971,2995,76.67
2001-02-12,19050,8214,2470,850,19700,4043,4000,76.24
2001-02-13,22572,9004,2750,850,23600,4141,4693,75.74
2001-02-14,21194,8210,2900,850,23700,3542,4491,75.3
2001-02-15,17992,8925,2900,850,21600,3263,5490,74.99
2001-02-16,14330,7083,2980,850,18400,3264,3682,74.85
2001-02-17,11669,7100,2920,850,16100,3264,3695,74.84
2001-02-18,11112,7090,2820,850,15200,3264,3695,74.87
2001-02-19,13167,7086,2780,850,14700,3272,3692,74.79
2001-02-20,16849,7081,2760,850,17100,3280,3693,74.55
2001-02-21,21735,7017,2700,900,21400,3268,3695,74.16
2001-02-22,32113,7005,3090,900,27400,3279,3694,73.54
2001-02-23,40907,7690,3850,900,33500,3958,3692,72.8
2001-02-24,40892,12085,4960,900,35000,4153,7898,72.09
2001-02-25,43266,12040,5480,900,35700,4117,7899,71.39
2001-02-26,41974,11980,5980,900,34500,4192,7750,70.75
2001-02-27,44585,8128,5750,900,36800,4097,3995,70.11
2001-02-28,41189,8126,5390,900,36200,4167,3936,69.55
2001-03-01,31396,9165,4940,950,31900,4149,4994,69.2
2001-03-02,29137,9033,4330,1000,28500,4159,4848,68.91
2001-03-03,26605,8716,3790,1000,25900,4163,4530,68.7
2001-03-04,26119,9150,3500,1000,24000,4133,4994,68.52
2001-03-05,36125,9251,3950,1050,27300,4076,5142,68.13
2001-03-06,46796,10280,5320,1050,35400,2351,7900,67.6
2001-03-07,55337,4813,5900,1050,41400,801,3993,66.99
2001-03-08,56518,5464,5520,1100,45100,1374,3992,66.4
2001-03-09,54245,5777,5660,1100,46200,1715,3984,65.87
2001-03-10,44701,6720,5630,1100,41500,1115,5493,65.49
2001-03-11,37925,6482,5060,1150,35300,861,5477,65.24
2001-03-12,29972,9471,4370,1150,31400,859,8470,65.15
2001-03-13,27073,8825,3900,1200,28900,857,7825,65.14
2001-03-14,23964,8376,3530,1250,26400,804,7430,65.2
2001-03-15,20898,8094,3140,1243,24200,744,7212,65.35
2001-03-16,18339,7557,2920,1290,22200,743,6670,65.58
2001-03-17,16432,7127,2780,1340,20400,744,6240,65.86
2001-03-18,13505,7386,2630,1340,19000,742,6502,66.26
2001-03-19,12270,7524,2550,1395,18000,742,6580,66.69
2001-03-20,11386,7725,2480,1369,17300,745,6678,67.15
2001-03-21,11023,7722,2450,1422,16900,745,6676,67.61
2001-03-22,10814,7743,2320,1426,16800,746,6680,68.05
2001-03-23,10032,8411,2280,1441,16700,1431,6675,68.52
2001-03-24,9047,8927,2220,1491,16100,1941,6673,69.03
2001-03-25,9717,8938,2250,1500,16200,1952,6670,69.46
2001-03-26,9531,8814,2210,1546,15900,1924,6585,69.88
2001-03-27,10056,8041,2160,1537,15800,1938,5799,70.25
2001-03-28,10090,8107,2140,1593,16000,2378,5399,70.59
2001-03-29,9651,7838,2140,1582,15500,2691,4791,70.94
2001-03-30,9072,7448,2150,1587,15000,3295,3798,71.32
2001-03-31,8473,7377,2120,1650,14400,3461,3597,71.71
2001-04-01,8229,7021,2070,1700,13900,3297,3379,72.11
2001-04-02,8598,6966,2170,1664,14100,3437,3190,72.45
2001-04-03,8139,6962,2160,1686,13700,3425,3183,72.81
2001-04-04,7613,6882,2040,1740,13300,3418,3073,73.19
2001-04-05,9061,4828,1980,1686,12700,3431,991,73.44
2001-04-06,13410,4075,2080,1728,13300,2238,1476,73.43
2001-04-07,15454,4062,2330,1750,14100,2363,1369,73.32
2001-04-08,16559,4772,2610,1800,13900,3428,992,73.17
2001-04-09,16682,4507,2650,1792,13800,3421,725,73.03
2001-04-10,14757,6163,2580,1784,13600,3415,2387,72.97
2001-04-11,10768,6608,2480,1794,13100,3453,2792,73.13
2001-04-12,10427,6285,2430,1793,13200,3418,2494,73.29
2001-04-13,8276,5956,2430,1833,12600,2943,2625,73.59
2001-04-14,8088,6124,2420,1850,12600,2748,2987,73.89
2001-04-15,7799,6027,2420,1862,12200,2746,2900,74.2
2001-04-16,6999,6328,2490,1802,11600,2752,3183,74.56
2001-04-17,6934,5844,2280,1803,11300,2745,2687,74.91
2001-04-18,6360,5091,2130,1799,10100,2678,2000,75.29
2001-04-19,6928,4404,2200,1807,9860,1803,2195,75.6
2001-04-20,17752,1360,3450,1816,10400,742,212,75.29
2001-04-21,20564,1685,4410,1900,12200,744,541,74.89
2001-04-22,20692,1794,4530,1812,12700,739,663,74.51
2001-04-23,20502,1695,4440,1836,12700,738,573,74.16
2001-04-24,20012,1826,4420,1921,12400,737,692,73.85
2001-04-25,13794,1898,4310,1916,12000,746,741,73.79
2001-04-26,12937,1814,4100,1907,11200,742,740,73.78
2001-04-27,12784,1843,4130,1884,11000,749,691,73.77
2001-04-28,12877,1881,4200,1988,11200,739,750,73.77
2001-04-29,12259,1889,4210,1975,10600,744,744,73.79
2001-04-30,11318,1912,4090,1960,9820,741,749,73.86
2001-05-01,10959,1822,4160,1937,9270,743,726,73.95
2001-05-02,11162,1792,4180,1926,9400,740,740,74.03
2001-05-03,10127,1809,4230,1969,8380,740,724,74.16
2001-05-04,9673,1831,4110,2021,8190,742,742,74.31
2001-05-05,9161,1903,4050,2005,7780,742,750,74.5
2001-05-06,8506,1891,4110,2024,7010,745,740,74.71
2001-05-07,8275,1827,4110,2085,6790,748,737,74.94
2001-05-08,8547,1771,4160,2082,6930,894,582,75.13
2001-05-09,8523,1951,4130,2117,7150,1459,198,75.31
2001-05-10,8853,1827,4010,2115,7500,987,546,75.46
2001-05-11,8732,1778,4170,2167,7240,740,746,75.61
2001-05-12,8776,1753,4190,2215,7260,734,741,75.75
2001-05-13,10123,1762,4320,2219,8470,736,745,75.79
2001-05-14,10209,1856,4520,2274,8520,829,741,75.82
2001-05-15,10303,1778,4460,2228,8600,862,642,75.84
2001-05-16,10158,1788,4510,2333,8570,861,642,75.87
2001-05-17,10670,1772,4500,2354,9100,859,640,75.87
2001-05-18,11402,1761,4560,2346,9790,861,639,75.82
2001-05-19,11245,1774,4310,2424,9980,864,641,75.79
2001-05-20,11273,1778,3870,2474,10500,866,640,75.76
2001-05-21,10707,1799,3320,2451,10500,866,644,75.76
2001-05-22,9760,1807,2740,2516,10200,866,644,75.82
2001-05-23,9074,1791,2360,2514,9860,864,641,75.92
2001-05-24,8467,1796,2140,2554,9460,868,642,76.07
2001-05-25,7950,1787,2050,2606,9120,866,636,76.24
2001-05-26,7880,1787,2010,2624,9140,863,641,76.41
2001-05-27,7760,1860,2010,2674,9150,869,709,76.59
2001-05-28,9366,1721,2070,2724,10600,863,578,76.63
2001-05-29,10942,1132,2100,2814,11700,845,0,76.57
2001-05-30,11458,1115,1980,2844,12400,829,0,76.48
2001-05-31,10871,1506,1910,2872,12300,1208,0,76.43
2001-06-01,8982,2722,1920,2920,11600,1841,477,76.51
2001-06-02,8376,3731,1830,2959,12200,2184,1073,76.63
2001-06-03,8257,4120,1780,2985,12600,2320,1334,76.75
2001-06-04,7975,4015,1810,3200,12400,2310,1202,76.89
2001-06-05,7848,4023,1780,3162,12300,2312,1223,77.03
2001-06-06,8381,3359,1710,3205,12300,2864,0,77.12
2001-06-07,6824,4316,1660,3233,11800,3237,573,77.33
2001-06-08,6835,4155,1580,3290,11800,3198,454,77.54
2001-06-09,8420,3622,1570,3400,12900,3109,0,77.6
2001-06-10,8043,3671,1580,3389,12600,3151,0,77.68
2001-06-11,6912,3785,1550,3441,11700,3266,0,77.86
2001-06-12,7586,3583,1540,3523,12200,3172,0,77.97
2001-06-13,7642,3596,1530,3561,12400,3084,0,78.07
2001-06-14,6912,4261,1510,3595,12400,3753,0,78.22
2001-06-15,5343,5152,1470,3654,11800,4212,410,78.54
2001-06-16,5520,4772,1500,3709,11600,4254,0,78.81
2001-06-17,5485,4772,1540,3774,11600,4228,0,79.08
2001-06-18,7189,3207,1520,3799,11800,2676,0,79.15
2001-06-19,7100,3041,1390,3836,11700,1590,938,79.23
2001-06-20,6448,3570,1320,3931,11700,2679,399,79.37
2001-06-21,7228,3215,1340,3931,12100,2683,0,79.43
2001-06-22,7313,2936,1340,3943,11900,2426,0,79.47
2001-06-23,7141,2940,1310,3981,11800,2433,0,79.53
2001-06-24,7743,2937,1400,4049,12400,2427,0,79.53
2001-06-25,8312,2955,1520,4056,12600,2435,0,79.49
2001-06-26,7581,3596,1520,4035,12400,3099,0,79.51
2001-06-27,7822,3886,1480,4144,13100,3373,0,79.51
2001-06-28,8532,3864,1470,4148,13800,3370,0,79.45
2001-06-29,8803,4488,1510,4191,14700,3978,0,79.37
2001-06-30,8723,4761,1490,4224,15300,4240,5,79.31
2001-07-01,7034,6229,1490,4224,15200,4222,1659,79.39
2001-07-02,6778,6257,1440,4167,14900,4229,1681,79.48
2001-07-03,6668,5808,1390,4214,14400,4201,1249,79.59
2001-07-04,5694,6439,1350,4214,14100,4171,1904,79.78
2001-07-05,5196,6422,1400,4260,13600,4074,1995,80.03
2001-07-06,5342,6534,1400,4280,13900,4188,1995,80.25
2001-07-07,5553,6998,1360,4280,14600,4143,2492,80.42
2001-07-08,4988,7528,1410,4370,14600,4170,3001,80.66
2001-07-09,4397,8313,1450,4316,14700,4167,3802,80.97
2001-07-10,3632,9055,1440,4389,14800,4208,4500,81.38
2001-07-11,3497,9032,1350,4346,14700,4231,4452,81.8
2001-07-12,3742,9063,1290,4315,15000,4206,4496,82.14
2001-07-13,3757,8847,1370,4329,14700,4189,4310,82.47
2001-07-14,3887,8531,1400,4329,14500,4187,3992,82.76
2001-07-15,4240,8147,1480,4329,14400,4202,3594,82.97
2001-07-16,4533,8156,1600,4309,14600,4209,3600,83.13
2001-07-17,4749,8163,1550,4331,14900,4222,3593,83.25
2001-07-18,4180,8551,1460,4334,14800,4217,3990,83.45
2001-07-19,3570,8569,1360,4320,14300,4223,4000,83.74
2001-07-20,4038,8557,1370,4271,14700,4211,4000,83.93
2001-07-21,4324,8530,1350,4274,15000,3694,4499,84.06
2001-07-22,4823,8246,1410,4305,15200,3380,4529,84.12
2001-07-23,4987,8243,1470,4317,15300,3439,4463,84.16
2001-07-24,4801,8334,1370,4276,15200,4010,3994,84.22
2001-07-25,4085,9115,1300,4239,15300,4296,4491,84.37
2001-07-26,4824,8786,1350,4246,15700,4274,4175,84.42
2001-07-27,4663,9058,1330,4234,15800,4247,4480,84.48
2001-07-28,4866,9066,1300,4174,16000,4252,4480,84.51
2001-07-29,4803,9060,1360,4174,15900,4253,4479,84.55
2001-07-30,4688,9559,1440,4189,16200,4257,4992,84.6
2001-07-31,4067,9955,1360,4146,16000,4227,5467,84.74
2001-08-01,2975,9845,1340,4126,14800,4271,5323,85.07
2001-08-02,3821,8983,1220,4132,14900,4281,4460,85.23
2001-08-03,3415,9023,1240,4081,14500,4249,4571,85.45
2001-08-04,3029,9170,1260,4081,14200,4183,4790,85.73
2001-08-05,2826,9149,1310,4031,13900,4172,4789,86.04
2001-08-06,3461,8333,1390,4033,13600,4197,3952,86.21
2001-08-07,3674,7855,1350,3990,13300,4241,3428,86.32
2001-08-08,3170,8139,1260,3968,13200,4225,3778,86.53
2001-08-09,3369,7907,1180,3902,13200,4250,3496,86.69
2001-08-10,4215,7454,1150,3912,13600,4258,3010,86.69
2001-08-11,4658,7520,1220,3862,14000,4237,3093,86.63
2001-08-12,3964,7479,1290,3862,13200,4262,3042,86.67
2001-08-13,4513,7835,1340,3809,14000,4187,3467,86.63
2001-08-14,3111,8823,1290,3760,13600,4178,4460,86.83
2001-08-15,2708,9029,1290,3733,13400,4136,4687,87.11
2001-08-16,3487,8394,1280,3708,13500,4216,3993,87.21
2001-08-17,2873,8891,1260,3702,13400,3766,4970,87.43
2001-08-18,2809,8989,1330,3649,13300,3467,5363,87.66
2001-08-19,2725,9083,1450,3650,13200,3524,5397,87.89
2001-08-20,2494,8903,1470,3632,12800,3949,4792,88.16
2001-08-21,3681,7846,1390,3576,13000,4144,3531,88.17
2001-08-22,2640,8480,1340,3534,12600,4126,4192,88.39
2001-08-23,3105,8324,1370,3531,12900,4158,3988,88.5
2001-08-24,1986,9091,1340,3495,12500,4127,4786,88.89
2001-08-25,1969,8702,1360,3462,12000,4126,4390,89.26
2001-08-26,3017,8003,1480,3400,12200,4126,3693,89.34
2001-08-27,3338,7805,1530,3410,12300,4141,3486,89.34
2001-08-28,3007,7825,1470,3348,12000,4158,3498,89.42
2001-08-29,3010,7846,1410,3245,12000,4185,3497,89.49
2001-08-30,3300,7897,1330,3231,12400,4240,3476,89.49
2001-08-31,3682,7439,1280,3208,12300,4262,2999,89.43
2001-09-01,4039,6880,1230,3158,12100,4211,2495,89.31
2001-09-02,4267,6834,1360,3155,12100,4179,2500,89.16
2001-09-03,4664,6815,1570,3106,12200,4164,2500,88.96
2001-09-04,3502,7844,1450,3076,12200,4180,3496,88.96
2001-09-05,3819,7765,1280,3025,12600,4297,3285,88.9
2001-09-06,3368,8326,1240,2946,12700,4269,3900,88.92
2001-09-07,3416,8341,1330,2887,12600,4209,3994,88.94
2001-09-08,3515,8371,1370,2837,12600,4236,3996,88.93
2001-09-09,3995,7894,1430,2860,12600,4247,3500,88.85
2001-09-10,5122,7318,1450,2808,13100,4184,2999,88.6
2001-09-11,3846,8388,1390,2756,12900,4254,4000,88.56
2001-09-12,4052,8301,1330,2693,13000,4179,3998,88.48
2001-09-13,5463,7337,1270,2639,13500,4236,2994,88.22
2001-09-14,4982,7395,1280,2594,13000,3814,3467,88.03
2001-09-15,4107,7693,1350,2555,12300,3560,3997,87.97
2001-09-16,4050,7696,1390,2544,12200,3575,3990,87.93
2001-09-17,3999,8012,1400,2505,12400,3578,4299,87.9
2001-09-18,3701,8219,1400,2454,12300,4068,3999,87.92
2001-09-19,3248,8370,1330,2389,12100,4235,3995,88.02
2001-09-20,3471,7791,1310,2411,11800,4170,3490,88.08
2001-09-21,4048,7530,1370,2363,12000,4132,3245,88.03
2001-09-22,4362,7383,1350,2296,12100,4135,3100,87.93
2001-09-23,3570,7769,1370,2311,11700,4146,3479,87.97
2001-09-24,5270,7716,1430,2277,12100,4097,3499,87.76
2001-09-25,5640,7874,1420,2233,12600,4268,3479,87.52
2001-09-26,5619,7411,1420,2228,12100,3771,3499,87.29
2001-09-27,4168,8745,1400,2174,12000,3599,4995,87.26
2001-09-28,4986,8167,1410,2179,12300,4034,3996,87.13
2001-09-29,3459,8339,1450,2139,12000,4196,4000,87.23
2001-09-30,3210,8340,1500,2100,11600,4196,3995,87.38
2001-10-01,2995,8325,1510,2131,11400,4182,3991,87.56
2001-10-02,2039,8332,1420,2070,10500,4191,3991,87.99
2001-10-03,2197,7954,1330,2025,10300,4208,3610,88.34
2001-10-04,2293,6788,1300,2032,9280,4145,2500,88.64
2001-10-05,3173,6388,1340,1983,9710,4247,1999,88.72
2001-10-06,4783,4823,1410,1985,9670,4176,498,88.53
2001-10-07,4410,4815,1540,1935,9120,4172,495,88.4
2001-10-08,4138,4809,1640,1950,8780,4160,495,88.32
2001-10-09,3582,4833,1580,1902,8270,4205,490,88.34
2001-10-10,3694,4869,1570,1879,8430,4242,490,88.33
2001-10-11,3388,4618,1520,1889,7950,4194,292,88.39
2001-10-12,3598,4571,1480,1891,8170,4148,292,88.4
2001-10-13,3198,4555,1500,1891,7730,4107,294,88.48
2001-10-14,2654,4546,1550,1841,7190,4114,274,88.69
2001-10-15,3244,4717,1540,1826,7960,4255,292,88.75
2001-10-16,3770,4151,1510,1833,7950,3683,300,88.71
2001-10-17,3120,4007,1510,1825,7180,3533,294,88.79
2001-10-18,3330,3907,1580,1787,7170,3449,272,88.83
2001-10-19,3500,3834,1710,1787,7140,3374,271,88.84
2001-10-20,3522,3836,1840,1787,6970,3369,283,88.84
2001-10-21,3494,4207,2150,1787,7020,3377,642,88.84
2001-10-22,5019,4183,2780,1790,7930,3365,640,88.61
2001-10-23,6447,3481,2840,1729,8520,2672,639,88.23
2001-10-24,6329,3216,2900,1729,8060,2401,637,87.89
2001-10-25,6589,3226,3010,1750,8230,2405,643,87.54
2001-10-26,6352,3200,3180,1740,7810,2396,642,87.23
2001-10-27,6342,3173,3150,1740,7820,2388,648,86.94
2001-10-28,6594,3258,3260,1750,8070,2480,638,86.63
2001-10-29,5383,4075,3110,1688,7790,2949,985,86.48
2001-10-30,7091,4797,2800,1690,8220,3674,981,86.16
2001-10-31,6275,6206,2520,1700,9140,4111,1972,85.93
2001-11-01,6462,6175,2420,1700,9380,4076,1998,85.7
2001-11-02,5883,6736,2430,1700,9340,4116,2496,85.54
2001-11-03,4921,7273,2340,1700,9010,4143,2992,85.51
2001-11-04,3054,6769,2210,1700,9080,4132,2490,85.78
2001-11-05,4443,6264,2150,1700,9670,4132,1968,85.8
2001-11-06,2810,7674,2100,1700,9510,4141,3364,86.11
2001-11-07,3884,6224,2050,1700,9400,3560,2496,86.2
2001-11-08,4589,5457,2020,1650,9340,3314,1993,86.17
2001-11-09,4476,5481,2020,1679,9300,3326,1998,86.17
2001-11-10,3151,6478,2020,1630,8930,3322,2996,86.38
2001-11-11,3870,6457,2100,1650,8880,3309,2996,86.46
2001-11-12,8801,7459,2160,1650,9450,3324,3993,86
2001-11-13,12093,6944,2210,1650,11900,3305,3496,85.36
2001-11-14,11820,8002,2180,1650,12700,3884,3985,84.77
2001-11-15,11997,8422,2170,1700,13400,4095,4197,84.2
2001-11-16,11188,8221,2170,1700,13100,4104,3990,83.71
2001-11-17,3330,10103,2180,1700,12400,4064,5899,84.03
2001-11-18,3548,9010,2140,1700,11800,4067,4795,84.29
2001-11-19,3064,8960,2120,1700,11300,4128,4698,84.63
2001-11-20,2533,8890,2070,1750,10800,4103,4661,85.07
2001-11-21,4409,7268,2030,1750,10400,4130,2995,85.13
2001-11-22,5597,7160,1990,1750,11500,4014,2995,85.04
2001-11-23,5999,7216,1950,1750,11900,4084,2988,84.9
2001-11-24,10301,8131,1930,1750,13700,4011,3991,84.42
2001-11-25,15592,7585,1990,1800,18200,3991,3458,83.71
2001-11-26,18063,7086,1940,1800,20900,3970,2995,82.93
2001-11-27,18150,8172,1930,1850,22200,4052,3996,82.2
2001-11-28,16879,7659,1920,1900,18900,4042,3500,81.55
2001-11-29,17086,4614,1960,1900,16700,2499,1993,80.93
2001-11-30,18397,2355,1980,1950,16000,1238,980,80.3
2001-12-01,23760,2140,1930,2000,18700,1023,1005,79.54
2001-12-02,32607,2143,1970,2000,22700,1028,1000,78.61
2001-12-03,39342,2099,2090,2000,28900,1025,996,77.61
2001-12-04,40777,3566,2060,2050,33900,1505,1995,76.65
2001-12-05,36320,7582,2050,2100,32800,3529,3992,75.81
2001-12-06,27409,10900,2070,2100,30000,4131,6675,75.2
2001-12-07,20619,10776,2100,2138,27300,4003,6672,74.81
2001-12-08,20889,10827,2090,2138,28000,4061,6680,74.43
2001-12-09,19917,10832,2050,2150,27000,4070,6676,74.11
2001-12-10,16447,10210,1980,2200,24300,4071,6050,73.92
2001-12-11,11963,10626,1950,2200,22200,3909,6636,73.95
2001-12-12,10169,10975,1930,2200,20800,4234,6675,74.09
2001-12-13,9543,10808,1910,2200,18900,4075,6667,74.25
2001-12-14,10258,10827,1870,2193,17700,4090,6676,74.37
2001-12-15,10941,11340,1860,2200,18900,4079,7193,74.43
2001-12-16,15962,11386,1800,2200,24100,4070,7243,74.25
2001-12-17,17853,11423,1750,2200,24900,4104,7242,74
2001-12-18,15626,11389,1750,2150,23400,4055,7246,73.85
2001-12-19,14375,11417,1730,2150,24100,4083,7248,73.77
2001-12-20,17575,11350,1740,2150,24700,4072,7195,73.56
2001-12-21,20605,10879,1870,2100,26800,4042,6763,73.26
2001-12-22,27160,11315,1950,2100,31900,4077,7164,72.8
2001-12-23,32820,10488,2020,2050,35200,4069,6338,72.24
2001-12-24,33649,10605,1940,2050,36200,4072,6445,71.69
2001-12-25,30559,11367,1880,2000,36200,4056,7236,71.24
2001-12-26,28524,11394,1830,2000,34500,4074,7243,70.86
2001-12-27,24638,11404,1790,1950,31300,4086,7241,70.59
2001-12-28,28969,11398,1800,1950,28900,4094,7231,70.23
2001-12-29,35153,11340,2080,1900,28600,4034,7245,69.77
2001-12-30,42906,11438,3190,1850,30500,4082,7291,69.2
2001-12-31,49520,11923,4940,1800,35300,4091,7744,68.58
2002-01-01,52676,12419,4590,1700,40000,4034,8295,67.94
2002-01-02,54248,12404,4350,1650,44000,4085,8211,67.33
2002-01-03,64026,12274,4270,1600,50600,4024,8122,66.64
2002-01-04,69275,12282,5960,1550,57700,4060,8096,65.93
2002-01-05,88188,5736,5070,1500,63900,4109,1493,65.11
2002-01-06,105892,5748,4220,1450,65600,4115,1497,64.22
2002-01-07,88316,5740,3880,1450,64500,4117,1489,63.49
2002-01-08,77735,5806,3370,1450,63200,4193,1497,62.89
2002-01-09,71417,5698,2970,1350,62000,4082,1497,62.37
2002-01-10,59931,11941,2750,1300,60300,4131,7689,62
2002-01-11,55748,11839,2590,1300,57400,4137,7590,61.69
2002-01-12,50381,11819,2460,1250,52600,4124,7490,61.46
2002-01-13,44035,11879,2340,1250,46800,4131,7445,61.34
2002-01-14,37677,11873,2240,1200,40900,4115,7448,61.32
2002-01-15,32426,11938,2160,1200,36600,4222,7398,61.4
2002-01-16,28401,11836,2090,1150,33600,4182,7341,61.56
2002-01-17,25528,11824,2020,1150,31300,4178,7343,61.78
2002-01-18,23187,11779,1960,1100,29400,4168,7346,62.05
2002-01-19,20822,11724,1910,1100,27600,4171,7295,62.38
2002-01-20,19036,11301,1870,1100,26100,4169,6843,62.74
2002-01-21,16189,11697,1830,1050,24400,4151,7246,63.19
2002-01-22,14897,11406,1810,1050,23400,4173,6931,63.67
2002-01-23,13561,11370,1800,1000,22400,4163,6907,64.19
2002-01-24,11221,11730,1770,1000,21700,4177,7250,64.79
2002-01-25,10194,11742,1760,1000,20700,4199,7247,65.43
2002-01-26,10841,11713,1740,1000,19900,4204,7250,65.99
2002-01-27,11760,11711,1740,950,20400,4210,7244,66.47
2002-01-28,11631,11723,1730,950,20500,4194,7242,66.93
2002-01-29,11288,11713,1730,950,20000,4180,7241,67.38
2002-01-30,10903,11676,1770,950,19600,4147,7238,67.83
2002-01-31,9244,11677,1760,900,19300,4139,7235,68.36
2002-02-01,10377,9939,1750,900,18700,4157,5485,68.79
2002-02-02,10140,9859,1740,900,18400,4051,5497,69.21
2002-02-03,9506,10020,1720,900,18200,4154,5544,69.65
2002-02-04,9129,9854,1700,900,17700,4142,5400,70.09
2002-02-05,8312,9989,1730,900,17000,4151,5496,70.57
2002-02-06,8401,9553,1790,900,16600,3693,5503,71.01
2002-02-07,9576,9393,1900,900,15900,3539,5497,71.34
2002-02-08,9781,9410,1940,900,15900,3570,5492,71.65
2002-02-09,9506,9404,1920,900,15600,3573,5489,71.95
2002-02-10,9501,9369,1920,850,15600,3537,5499,72.24
2002-02-11,9618,9343,1940,850,15700,3549,5495,72.5
2002-02-12,7821,9034,1950,850,15200,3540,5192,72.88
2002-02-13,7703,8958,1940,850,15000,3450,5190,73.26
2002-02-14,7650,8676,1900,850,14700,3367,4989,73.61
2002-02-15,8726,7479,1880,850,14600,3372,3989,73.86
2002-02-16,9857,6972,1880,850,14300,3365,3495,74.02
2002-02-17,12728,6461,1900,850,14600,3378,2999,74.01
2002-02-18,13073,6419,1940,850,14900,3359,2971,73.98
2002-02-19,12126,7758,1940,850,15100,3375,4299,73.99
2002-02-20,13688,7908,1960,850,15700,3368,4482,73.93
2002-02-21,16098,7965,2020,900,19600,3368,4573,73.77
2002-02-22,22811,8580,2020,900,28600,3367,5191,73.39
2002-02-23,24965,8706,2000,900,31100,3386,5295,72.98
2002-02-24,19509,10094,1980,900,27400,3376,6695,72.75
2002-02-25,15609,9978,1970,900,23500,3366,6597,72.67
2002-02-26,14682,8517,1970,900,21200,3504,4997,72.64
2002-02-27,13506,7886,1930,900,19500,3869,3999,72.66
2002-02-28,12432,8016,1900,900,18600,3995,3998,72.73
2002-03-01,11734,8011,1870,950,18000,4001,3992,72.84
2002-03-02,11575,8000,1890,1000,17900,3983,3994,72.95
2002-03-03,11949,8201,1910,1000,18500,3973,4191,73.04
2002-03-04,11367,8603,1960,992,18300,4077,4497,73.15
2002-03-05,11062,8422,1960,1042,17900,4182,4199,73.27
2002-03-06,14905,8420,2030,1038,18000,4188,4197,73.2
2002-03-07,19298,8439,2120,1045,19700,4229,4165,72.96
2002-03-08,22749,8525,2160,1100,23800,4212,4161,72.63
2002-03-09,24723,8449,2170,1100,26100,4210,4082,72.26
2002-03-10,27474,8435,2290,1100,27400,4195,4088,71.85
2002-03-11,24236,8452,2390,1150,27900,4195,4097,71.53
2002-03-12,23707,8865,2330,1150,28800,4214,4475,71.25
2002-03-13,22576,8830,2290,1167,27800,4219,4458,71.02
2002-03-14,19767,9379,2160,1199,25800,4210,5023,70.89
2002-03-15,16431,9342,2110,1217,23900,4200,4991,70.88
2002-03-16,15115,9334,2080,1275,22700,4186,4999,70.93
2002-03-17,15003,9853,2150,1325,21500,4209,5500,70.98
2002-03-18,14784,9521,2260,1332,20900,4188,5191,71.03
2002-03-19,13456,9618,2140,1377,19900,4180,5298,71.15
2002-03-20,12394,9761,2110,1382,19100,4188,5297,71.31
2002-03-21,11442,9859,2190,1439,18300,4209,5296,71.51
2002-03-22,11647,9856,2170,1488,18100,4218,5298,71.69
2002-03-23,18986,6506,2250,1500,18300,4240,1925,71.54
2002-03-24,22058,6450,2400,1540,20500,4238,1862,71.31
2002-03-25,24678,6366,2360,1550,23800,4227,1778,71.02
2002-03-26,24431,5875,2270,1593,23600,4221,1293,70.75
2002-03-27,19697,6253,2120,1592,21600,4238,1692,70.63
2002-03-28,14826,6259,2020,1632,19700,4209,1691,70.7
2002-03-29,13252,6283,1990,1644,18200,4212,1700,70.84
2002-03-30,11139,7784,1960,1638,17600,4205,3199,71.09
2002-03-31,9985,8746,2030,1700,17400,4193,4162,71.39
2002-04-01,9876,8425,1990,1727,17000,4221,3799,71.69
2002-04-02,9607,8059,1810,1703,16500,4251,3393,71.98
2002-04-03,9472,8313,1710,1724,16700,4255,3700,72.27
2002-04-04,9810,8323,1660,1763,17100,4248,3693,72.52
2002-04-05,9830,7930,1670,1768,16700,3163,4379,72.75
2002-04-06,9053,8092,1710,1765,16100,2763,4958,73.03
2002-04-07,9681,7592,1810,1800,16200,2686,4538,73.24
2002-04-08,9226,7724,1930,1726,15700,3045,4290,73.48
2002-04-09,9795,7473,1820,1783,16200,3414,3691,73.66
2002-04-10,10229,7248,1800,1808,16400,3406,3497,73.81
2002-04-11,9833,7379,1750,1765,16100,3400,3600,73.97
2002-04-12,9972,7278,1750,1793,16100,3398,3499,74.12
2002-04-13,10182,6990,1790,1850,16000,3408,3195,74.24
2002-04-14,9279,7213,2200,1875,14900,3439,3393,74.42
2002-04-15,15372,2565,2840,1822,15600,1660,497,74.26
